journal,idJ,idP,title,idK,keyword
"IET Generation, Transmission and Distribution",j28,p33,Developable mechanisms on right conical surfaces,k139,Spherical mechanism
Quality and Reliability Engineering International,j29,p35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",k140,Field-programmable gate array (FPGA)
Quality and Reliability Engineering International,j29,p35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",k141,neural networks
Quality and Reliability Engineering International,j29,p35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",k142,quantization
Quality and Reliability Engineering International,j29,p35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",k143,reliability
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k408,Configuration scrubbing
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k409,fault injection
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k410,field-programmable gate arrays (FPGAs)
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k411,radiation testing
Quality and Reliability Engineering International,j29,p113,Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,k411,radiation testing
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k412,single-event effects (SEEs)
Quality and Reliability Engineering International,j29,p113,Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,k412,single-event effects (SEEs)
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k413,single-event upset (SEU)
Quality and Reliability Engineering International,j29,p123,Applying Compiler-Automated Software Fault Tolerance to Multiple Processor Platforms,k413,single-event upset (SEU)
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k414,single-point failure (SPF)
Quality and Reliability Engineering International,j29,p112,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,k415,triple modular redundancy (TMR)
Quality and Reliability Engineering International,j29,p113,Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,k416,Field-programmable gate arrays (FPGAs)
Quality and Reliability Engineering International,j29,p113,Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,k417,multiple-bit upset (MBU)
Quality and Reliability Engineering International,j29,p113,Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,k418,multiple-cell upset (MCU)
Quality and Reliability Engineering International,j29,p123,Applying Compiler-Automated Software Fault Tolerance to Multiple Processor Platforms,k445,Silent data corruption (SDC)
Quality and Reliability Engineering International,j29,p123,Applying Compiler-Automated Software Fault Tolerance to Multiple Processor Platforms,k446,soft errors
Quality and Reliability Engineering International,j29,p123,Applying Compiler-Automated Software Fault Tolerance to Multiple Processor Platforms,k447,software fault tolerance
Electric Power Systems Research,j3,p5,Interleaving physics- and data-driven models for power system transient dynamics,k12,Compressed sensing
Electric Power Systems Research,j3,p5,Interleaving physics- and data-driven models for power system transient dynamics,k13,Data-driven models
Electric Power Systems Research,j3,p5,Interleaving physics- and data-driven models for power system transient dynamics,k14,Koopman modes
Electric Power Systems Research,j3,p5,Interleaving physics- and data-driven models for power system transient dynamics,k15,Modeling
Electric Power Systems Research,j3,p5,Interleaving physics- and data-driven models for power system transient dynamics,k16,Physics-based models
Electric Power Systems Research,j3,p5,Interleaving physics- and data-driven models for power system transient dynamics,k17,Power system dynamics
Journal of Science Education and Technology,j31,p37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,k144,aliased effects
Journal of Science Education and Technology,j31,p37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,k145,CME analysis
Journal of Science Education and Technology,j31,p37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,k146,confounding
Journal of Science Education and Technology,j31,p37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,k147,effect heredity
Journal of Science Education and Technology,j31,p37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,k148,effect sparsity
Journal of Science Education and Technology,j31,p37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,k149,hierarchical ordering
Footwear Science,j33,p40,Increasing Student Use of a Learner Dashboard,k155,Dashboards
Footwear Science,j33,p40,Increasing Student Use of a Learner Dashboard,k156,Distributed learning environments
Footwear Science,j33,p40,Increasing Student Use of a Learner Dashboard,k157,Human-computer interface
Footwear Science,j33,p40,Increasing Student Use of a Learner Dashboard,k158,Interactive learning environments
Footwear Science,j33,p40,Increasing Student Use of a Learner Dashboard,k159,Learning analytics
Footwear Science,j33,p40,Increasing Student Use of a Learner Dashboard,k160,Online learning systems
Advanced Materials Interfaces,j34,p41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,k161,Additive manufacturing
Advanced Materials Interfaces,j34,p41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,k162,Dislocation structures
Advanced Materials Interfaces,j34,p41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,k163,Elastic strain
Advanced Materials Interfaces,j34,p41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,k164,Microstructural evolution
Advanced Materials Interfaces,j34,p41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,k165,Nickel superalloys
Advanced Materials Interfaces,j34,p41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,k166,Rapid solidification
Journal of Micromechanics and Microengineering,j35,p42,Improving running economy through altered shoe bending stiffness across speeds,k167,footwear
Journal of Micromechanics and Microengineering,j35,p42,Improving running economy through altered shoe bending stiffness across speeds,k168,Marathon racing
Journal of Micromechanics and Microengineering,j35,p42,Improving running economy through altered shoe bending stiffness across speeds,k169,performance
Additive Manufacturing,j36,p43,Self-Sustaining 3D Thin Liquid Films in Ambient Environments,k170,additive manufacturing
Additive Manufacturing,j36,p43,Self-Sustaining 3D Thin Liquid Films in Ambient Environments,k171,thin liquid films
Nano Research,j37,p99,Nanofluidic peristaltic pumps made from silica thin films,k373,mems
Nano Research,j37,p99,Nanofluidic peristaltic pumps made from silica thin films,k374,nanofluidics
Nano Research,j37,p99,Nanofluidic peristaltic pumps made from silica thin films,k375,thin films
International Journal of Bifurcation and Chaos,j38,p48,Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,k172,Binder Jetting
